id,name,birth_date,team,team_id,position,is_captain,country,height,shirt,age,preferred_foot,market_value
312765,Jack Grealish,1995-09-10T00:00:00.000Z,Manchester City,8456,Left Winger,False,England,175,10,29,right,48000000
212867,Heung-Min Son,1992-07-08T00:00:00.000Z,Tottenham Hotspur,8586,Left Winger,False,South Korea,184,7,32,both,48000000
1077894,Jude Bellingham,2003-06-29T00:00:00.000Z,Real Madrid,8633,Attacking Midfielder,False,England,186,5,21,right,190000000
