id,name,birth_date,team,team_id,position,is_captain,country,height,shirt,age,preferred_foot,market_value
212867,Heung-Min Son,1992-07-08T00:00:00.000Z,Tottenham Hotspur,8586,Left Winger,False,South Korea,184,7,32,both,48000000
