id,name,birth_date,team,team_id,position,is_captain,country,height,shirt,age,preferred_foot,market_value
1077894,Jude Bellingham,2003-06-29T00:00:00.000Z,Real Madrid,8633,Attacking Midfielder,False,England,186,5,21,right,190000000
